last_name, first_name,player_id,year,pitch_hand,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z
Kelley, Trevor,665001,2022,R,,,,,82.5,2442,0.1,-34.1,80.7,1916,-17.7,-44.5,78.6,2551,8.9,-45.9,89.9,2221,-17.5,-28.9,,,,,,,,
Kremer, Dean,665152,2022,R,93.5,2233,-8.9,-14.9,86.4,,,,83.8,1581,-15.1,-37.8,76.5,2697,11.1,-62.2,91.7,2141,-16.2,-20.6,88,2478,4.7,-27.1,,,,
Garcia, Rony,665621,2022,R,92.9,2335,-10.6,-18,79.9,,,,87.5,1748,-12.1,-26.9,80.3,2343,7.9,-42.2,92.5,2252,-17,-24.6,,,,,,,,
Sanmartin, Reiver,665665,2022,L,90.9,2217,13.6,-21.3,91.5,2433,-5.7,-39,85.2,2002,16.9,-38.7,,,,,90.5,2223,17.5,-28.9,,,,,,,,
Cabrera, Edward,665795,2022,R,96,2289,-9.8,-13.8,,2423,4.4,-33.8,92.5,1686,-16.1,-23.9,83.8,2431,9,-44.8,95.8,2259,-15.5,-17.2,,,,,,,,
Assad, Javier,665871,2022,R,92.9,2211,-6.9,-15.2,82.4,2297,10.8,-37.7,85.4,1510,-14.2,-29.6,75.9,2432,10.8,-58.3,92.3,2004,-14.2,-20,88.1,2134,3.6,-28.2,,,,
Anderson, Ian,666120,2022,R,94,1937,-5.9,-14.3,,,,,88.2,1519,-10.4,-25.3,81.7,1874,0.6,-43.8,93.5,2060,-10.6,-18.3,,,,,,,,
Garrett, Braxton,666129,2022,L,91.4,2315,9.3,-17.1,82,2298,-9,-41.7,85.9,1637,16.9,-33.5,78.7,2298,-11.4,-53.2,90.9,2089,16.4,-26.3,,,,,,,,
Ragans, Cole,666142,2022,L,92.1,2400,10.7,-14,85.6,,,,82.1,2209,16.2,-26.7,76.3,2220,-11.2,-62.3,,,,,88.5,2419,0.9,-27.5,,,,
Lodolo, Nick,666157,2022,L,94.4,2338,16.8,-20.5,80.1,,,,88.3,1962,17.9,-32.9,81.5,2733,-13.8,-40,94.2,2313,18.6,-24.3,,,,,,,,
Manning, Matt,666159,2022,R,93.2,2055,-2.9,-15,86.4,2176,8.2,-28.9,86.2,1372,-11.7,-29.5,79.7,2282,8.9,-54,92.8,1931,-9.8,-17.3,,,,,,,,
Thompson, Mason,666168,2022,R,95.5,2252,-8.6,-12.5,88.9,2207,4.2,-39.9,88.2,2001,-18.4,-28.5,,,,,95.8,2252,-16.6,-19.1,,,,,,,,
Luzardo, Jesus,666200,2022,L,96.3,2207,13.5,-14.6,80.7,,,,87.2,1899,15.6,-27.7,83.7,2325,-1.1,-39.6,95.7,2144,16.9,-18.1,,,,,,,,
Manoah, Alek,666201,2022,R,93.9,2369,-5.5,-14.3,86.3,2216,14.5,-41,86.5,1980,-14.5,-27.2,,,,,93.3,2194,-14.7,-21.1,,,,,,,,
Jimenez, Dany,666204,2022,R,93.9,2216,-3.4,-13.3,85.3,2360,2,-41.1,,,,,,,,,,,,,92.8,2150,2.5,-17.2,,,,
Wentz, Joey,666214,2022,L,92.4,2273,11.9,-15.6,82.9,,,,84.1,2085,15,-27,75.4,2291,-8.6,-58.8,,,,,83.4,2295,-1.7,-34.7,,,,
Brash, Matt,666374,2022,R,96.9,2233,-11.5,-15.3,81.7,2885,15.3,-36.6,85.9,2060,-17.9,-30.7,84.5,2972,13.8,-46.1,,,,,,,,,,,,
Castillo, Max,666721,2022,R,93,2193,-13,-17.5,83.9,2377,3.2,-36,87.5,1615,-13.6,-30.5,,,,,,,,,,,,,,,,
Doval, Camilo,666808,2022,R,,,,,90.6,2580,6.4,-34.8,,,,,,,,,98.4,2472,-11.3,-25.6,99.4,2531,-5,-14.7,,,,
Nance, Tommy,667297,2022,R,93.8,2341,-9.1,-15.4,82.1,2652,2.7,-39.3,,,,,85.3,2886,11.5,-49.4,94.2,2326,-15.9,-23.7,,,,,,,,
Jackson, Zach,667427,2022,R,94.5,2121,-4.9,-11.2,83.1,2461,0.6,-40.1,88.9,1239,-9.4,-26.9,,,,,,,,,94.2,2204,1.7,-10.1,,,,
King, John,667463,2022,L,,,,,86.2,2660,-13.3,-50.8,80.7,1638,15.7,-42,,,,,92.4,2066,15.6,-31.4,86.7,2449,-0.5,-32.8,,,,
Plesac, Zach,668676,2022,R,91.9,2151,-7.4,-13.5,82.2,2125,1.3,-29.9,85.7,1628,-11.4,-24.9,79.3,2182,1.9,-52.8,89.4,2080,-13.6,-19,,,,,,,,
Gallen, Zac,668678,2022,R,94.1,2420,-3.4,-13.5,82,2513,7.5,-35.6,86.2,1539,-11.9,-32.8,81.6,2515,6.7,-53.5,94.7,2216,-14.4,-16.3,89.9,2424,5.3,-26.7,,,,
Thompson, Zack,668868,2022,L,94.8,2002,7.9,-14.5,,,,,87.7,1464,12.3,-26.1,75,2811,-7.8,-67.4,,,,,88.1,2107,-0.8,-29.5,,,,
Greene, Hunter,668881,2022,R,98.9,2367,-11.7,-12.1,89.7,2363,4.6,-32,90.1,1988,-11.3,-22,,,,,,,,,,,,,,,,
Ashcraft, Graham,668933,2022,R,,,,,91.9,2707,11,-40.1,89.8,1776,-13.6,-28.1,,,,,97.2,2185,-9.8,-22.4,97.3,2383,0.6,-19.3,,,,
McCarty, Kirk,668948,2022,L,92.5,2311,7.1,-13.6,83.7,2461,-6,-37.4,84.7,1610,12.5,-25,77.1,2714,-9.1,-54.5,90.9,2252,14,-10.4,88.5,2416,-2.9,-25.8,,,,
Gore, MacKenzie,669022,2022,L,94.7,2237,5.2,-13,79.6,1957,-2.1,-30.6,84.8,2083,13.1,-24.9,80.8,2293,-0.6,-52.4,,,,,,,,,,,,
Wilson, Bryse,669060,2022,R,92.7,2034,-8.5,-17.4,88.6,2160,5.2,-36.2,85.1,1467,-12.9,-33.5,77.2,2307,16.6,-49.6,92.1,1958,-16.2,-24.3,,,,,,,,
Zimmermann, Bruce,669145,2022,L,90.6,2335,7.9,-16.6,,2433,1.1,-34.9,84.7,1938,16.7,-28.3,81,2404,-1.5,-48.9,90.5,2312,14.4,-23.3,,,,,,,,
May, Dustin,669160,2022,R,98.1,2356,-10.2,-13.4,84.4,,,,88.6,1929,-14.9,-34.3,85.5,3267,17.2,-41.7,97.3,2328,-18,-21.4,92.7,2462,0.4,-25.7,,,,
Heasley, Jonathan,669169,2022,R,93.4,2322,-8.2,-12.5,,2277,3.3,-34.1,84.9,1871,-12.9,-27.7,78.5,2615,6.1,-60.3,93.1,2332,-12.1,-13.7,,,,,,,,
Burnes, Corbin,669203,2022,R,96.1,2578,-5.1,-13.8,85.2,2801,7.4,-35.1,90.3,2045,-14.4,-26.4,81.6,2761,9.8,-47.5,96.3,2495,-11.6,-17.3,95,2626,4.4,-18.7,,,,
Akin, Keegan,669211,2022,L,93.5,2256,10.7,-13.6,82.2,2163,-5.1,-36.2,84.1,1967,16,-30,75.1,2385,-10.4,-61.9,,,,,,,,,,,,
Morgan, Eli,669212,2022,R,92.1,2268,-10.9,-15.1,88.4,2274,1.4,-32.3,75.9,2098,-15.6,-44,80.5,2223,12.3,-47.4,,,,,89.3,2285,-5.5,-17.7,,,,
Kuhnel, Joel,669270,2022,R,96.2,2231,-7,-17.1,84.3,2365,4.4,-35.4,90.2,1483,-11.6,-28.5,,,,,96,2234,-15.9,-21.4,,,,,,,,
Lee, Dylan,669276,2022,L,92.1,2260,7,-12.7,81.9,2080,-3.2,-34.4,86.3,1525,11,-26.4,,,,,,,,,,,,,,,,
Gilbert, Logan,669302,2022,R,96.1,2135,-6.4,-11.9,,2289,6.1,-31.6,86.2,1752,-15.3,-28.3,80.8,2117,4.2,-50.1,94.7,1973,-13.7,-18.1,,,,,,,,
Wells, Tyler,669330,2022,R,93.5,2459,-5.8,-11.5,,2537,4.9,-28.1,86.7,2098,-14.9,-23.1,77.8,2633,12.1,-51.1,,,,,,,,,,,,
Baz, Shane,669358,2022,R,96,2429,-8.9,-11.8,87.3,2541,2.2,-30.4,88.5,2009,-16,-24.9,82.3,2744,7.2,-53.8,,,,,,,,,,,,
Skubal, Tarik,669373,2022,L,94.1,2157,8.3,-15.1,,2118,-1.1,-25.9,83.6,1599,13.4,-32.6,76.9,2230,-6.4,-55.3,94.8,2053,15.2,-19.3,,,,,,,,
Coleman, Dylan,669395,2022,R,97.5,2447,-4.8,-15.2,,2468,13.9,-36.2,,,,,,,,,98,2518,-12.7,-14.2,,,,,,,,
Lambert, Jimmy,669424,2022,R,94.3,2220,-7.7,-12.7,89.3,2583,5.6,-39.9,85.4,1576,-14.6,-31.2,76.8,2597,5.9,-65.4,,,,,,,,,,,,
Rogers, Trevor,669432,2022,L,94.6,2423,12.6,-16.6,81.2,2040,-7.6,-36.3,85.7,1372,14.6,-35.6,,,,,94.9,2318,19,-25.8,,,,,,,,
Bieber, Shane,669456,2022,R,91.3,2206,-8.5,-15.3,83.5,2513,2.8,-35.1,86.4,1557,-12.9,-30.3,82,2197,9.9,-51.6,,,,,86.9,2502,2,-27.3,,,,
Nelson, Kyle,669459,2022,L,91.9,2147,3.9,-17.4,86.5,2573,-6.2,-38.2,,,,,77,2415,-12.9,-50.1,,,,,,,,,,,,
Liberatore, Matthew,669461,2022,L,93.7,2116,6.9,-14.7,85.9,2573,-4,-34.9,85.9,1527,12.8,-28.2,74.3,2737,-11.6,-67.2,92.8,2039,13.1,-18.7,,,,,,,,
Pallante, Andre,669467,2022,R,95.2,2221,-3.6,-21,,2337,5.4,-37.3,83.1,1574,-11.5,-31.9,76.5,2836,9,-65.1,94.8,2108,-12.7,-17.9,,,,,,,,
Barlow, Joe,669618,2022,R,94.6,2331,-6.1,-11.4,82.8,2285,3.8,-28.4,,,,,81.3,2455,1.8,-50.2,94.7,2345,-11.8,-12.6,,,,,,,,
Long, Sam,669674,2022,L,94.7,2205,7.5,-12.4,82.1,,,,84.3,1946,11,-23.8,77,2520,-2.1,-62,93,2182,12.2,-12.5,,,,,,,,
Wesneski, Hayden,669713,2022,R,93.1,2148,-6.3,-18.6,83.3,2566,18.1,-40.3,87,1562,-15.3,-32.4,,,,,92,2037,-16.9,-25.7,88.7,2403,4.1,-29.1,,,,
Snead, Kirby,669912,2022,L,93.5,2497,14.2,-18.5,86.3,2788,-9.2,-41.2,87.6,2222,18.6,-35.9,,,,,93.3,2402,18.7,-25.3,,,,,,,,
Alexander, Jason,669920,2022,R,93.1,2191,-13.9,-20.3,82.9,2512,11.2,-39.6,81.5,1806,-17,-38.3,,,,,92.4,2062,-16.4,-30.9,,,,,,,,
Kirby, George,669923,2022,R,95.3,2179,-8.8,-15.1,84.7,2188,10.1,-38.1,86,1471,-15.3,-33.5,80.8,2177,9.9,-53.6,94.7,2236,-16.2,-20.6,88.3,2149,3.8,-30.2,,,,
White, Mitch,669952,2022,R,93.7,2277,-3.9,-15.2,85.5,2452,9.2,-38.3,87.2,1548,-13.7,-30.4,80.2,2407,5.2,-57.2,94.2,2181,-13.1,-16.8,,,,,,,,
Festa, Matthew,670036,2022,R,92.6,2332,-4.8,-17.6,83.5,2567,15.6,-37.1,,,,,,,,,92.5,2027,-13.1,-23,,,,,,,,
Holderman, Colin,670059,2022,R,96.5,2225,-8.3,-16.7,85.9,2455,7.6,-32.3,86.4,1899,-15.8,-33.3,,,,,96,2174,-15.3,-20.2,89.9,2412,0.8,-25.4,,,,
Mills, Wyatt,670090,2022,R,91.8,2012,-13.9,-24.9,83.6,2353,7,-35.8,,,,,,,,,91.3,1838,-15,-32.1,,,,,,,,
Oller, Adam,670124,2022,R,93.3,2209,-11.1,-14.2,82.7,1769,4.8,-43.2,86.5,1647,-14.5,-29.4,80.5,2056,5,-49.5,93.6,2116,-15.1,-17.1,89.5,2180,-1.3,-24.2,,,,
Schreiber, John,670167,2022,R,94.5,2237,-10.3,-21.5,82,2614,13,-36.6,88.5,1649,-15.6,-37.6,,,,,93.4,2184,-15.5,-34.3,,,,,,,,
Winckowski, Josh,670174,2022,R,93.7,2201,-2.8,-16.2,87.5,2331,5.6,-41,89.9,1598,-15.6,-31.5,,,,,94,2031,-14.6,-21.9,88.6,2140,3.9,-29.4,,,,
Bednar, David,670280,2022,R,96.4,2298,-10.2,-12.4,82.7,,,,,,,,77.1,2436,8.3,-56.7,95.2,2256,-16.7,-15.7,,,,,89.8,1562,-4.5,-28.8
Oviedo, Johan,670912,2022,R,96,2275,-8.7,-19.5,83.5,2585,5.8,-35.6,88.8,1747,-15.4,-28.7,78.4,2461,10.8,-49.7,,,,,,,,,,,,
Richards, Trevor,670950,2022,R,93.4,2222,-7.4,-11.4,79.8,,,,84.1,2505,-16.2,-32.6,85.1,2116,2,-35.7,,,,,,,,,,,,
Morejon, Adrian,670970,2022,L,96.9,2498,6.8,-12.2,85.8,2655,-5.3,-37.2,84.3,859,8.3,-31.9,80.1,2536,-10.2,-51.2,,,,,,,,,,,,
Ramirez, Yohan,670990,2022,R,93.8,2235,-9.2,-19,84.2,2375,15.3,-34.9,,,,,,,,,95.7,2234,-17.8,-24.4,,,,,,,,
Foley, Jason,671345,2022,R,96.1,2185,-13,-16.7,86.7,2224,6.6,-35.9,89.5,1594,-14.8,-31.7,,,,,96.3,2034,-17.2,-23.8,,,,,,,,
Detmers, Reid,672282,2022,L,93.2,2102,10.1,-14.7,82.1,2146,-3.1,-37.9,84.2,1435,13.5,-29.6,73.1,2476,-12.2,-67,93.7,2127,15.5,-17.3,,,,,,,,
Perez, Cionel,672335,2022,L,97,2194,6.2,-12.7,88.4,2614,-12.2,-44.7,,,,,,,,,96.5,2259,15.1,-20.4,,,,,,,,
Ort, Kaleb,672391,2022,R,96.3,2176,-9.4,-12.9,,2378,10.3,-36.4,89.8,1891,-15.8,-28.2,,,,,95.7,2467,-16,-12.3,,,,,,,,
Hernandez, Carlos,672578,2022,R,96.8,2365,-8.2,-12.1,80.9,2029,3.1,-34.9,,,,,82.1,2282,3.1,-45.1,94.1,2301,-15.5,-14.3,,,,,85,1183,-9.7,-28.5
Contreras, Roansy,672710,2022,R,95.6,2389,-7.4,-12.3,,2488,4.3,-40.3,89.7,2080,-14.5,-22.6,78.9,2727,8.9,-56.7,,,,,,,,,,,,
Adon, Joan,672851,2022,R,95,2186,-10.7,-15.4,85.7,2061,2.4,-34.1,87.4,1886,-16.1,-28.5,79.7,2263,7.8,-53.5,94.9,2144,-15.3,-17,,,,,,,,
Henry, Tommy,674072,2022,L,91.6,2184,7.2,-17.6,79.8,2193,1.4,-31.3,84.7,1435,14.3,-34.1,80.6,2389,-6.8,-50.5,91.3,2212,13.1,-16.9,,,,,,,,
Grove, Michael,675627,2022,R,94.4,2182,-6.7,-13.4,81.4,2274,4.9,-34.4,,,,,79.1,2559,8,-56.8,,,,,,,,,,,,
Strider, Spencer,675911,2022,R,98.2,2343,-5.1,-10.7,80.1,2388,5.2,-35.6,88.9,2126,-14.8,-25,,,,,,,,,,,,,,,,
Karinchak, James,675916,2022,R,95.2,2349,-1.9,-9.5,86.9,,,,,,,,82.9,2398,-1.7,-48.3,,,,,,,,,,,,
Howard, Spencer,675921,2022,R,94.4,2144,-7.6,-14.4,82.9,,,,79.5,1471,-12.7,-33.7,75,1938,6.2,-66.1,,,,,84.8,2162,5.2,-37.7,,,,
Naughton, Packy,676050,2022,L,92.8,2079,7.1,-17.2,89.1,2350,-3.5,-42.2,84.4,1428,14.1,-32.1,,,,,92.6,2016,15.3,-21.1,,,,,,,,
Snider, Collin,676092,2022,R,94.1,2385,-8.4,-21.2,82.3,2676,6.5,-38.3,89.5,2259,-13.7,-33.3,,,,,96,2428,-14.6,-26.6,,,,,,,,
Abbott, Cory,676265,2022,R,91.3,2253,-11.5,-15.8,83.6,2133,-10.2,-30.6,,,,,84.4,2291,0.9,-43.9,,,,,,,,,,,,
Whitlock, Garrett,676477,2022,R,95.1,2123,-10.7,-14.3,83.6,1928,1.6,-40.9,84.6,2046,-18,-33.3,,,,,95.3,2152,-15.3,-17.2,,,,,,,,
Faucher, Calvin,676534,2022,R,,,,,,2780,10,-35.2,,,,,85.3,2925,8.2,-51.1,95.3,2261,-10.3,-12.9,,,,,,,,
Fleming, Josh,676596,2022,L,91.3,1779,7.4,-10.9,,,,,82.2,1691,15,-41.8,79.5,1846,-12.5,-48,91.2,1761,17.5,-30.3,84.3,1897,-0.8,-32.7,,,,
Sears, JP,676664,2022,L,93.2,2152,12.1,-17.9,91,2495,-7,-47.2,82.7,1880,18.1,-36.8,,,,,,,,,,,,,,,,
Vest, Will,676684,2022,R,95.1,2079,-9.3,-14.8,,2391,9,-38.6,86.8,1571,-15.5,-32.6,,,,,95.3,1875,-13.9,-22,,,,,,,,
Crawford, Kutter,676710,2022,R,94.6,2420,-10,-11.6,82,2431,5.1,-37.7,86.6,1322,-10.9,-25.9,79.7,2271,9.2,-57.5,,,,,88.8,2422,4.4,-26.7,,,,
Hughes, Brandon,676714,2022,L,93.2,2313,12.9,-16.8,86.8,2372,-3.8,-36.5,85.3,1964,17.4,-30.7,,,,,93.2,2236,16.2,-21.6,,,,,,,,
Marinaccio, Ron,676760,2022,R,94.6,2325,-12.5,-13.6,81.2,2354,14.4,-36.8,83.9,1981,-17.1,-37.4,,,,,,,,,,,,,,,,
Ashby, Aaron,676879,2022,L,95.5,2116,8.8,-16.7,88.1,2546,-9.4,-42.3,89.1,1784,14.8,-31.2,79.7,2596,-7.8,-59,95.7,2091,15.4,-20.1,,,,,,,,
Garcia, Luis,677651,2022,R,94,2408,-7.5,-13.1,,2525,15.2,-45.2,84.8,2032,-17,-28,77.1,2577,5.9,-57.1,90.6,2232,-16.9,-19.6,85.3,2354,5.1,-32.2,,,,
Bruihl, Justin,677865,2022,L,,,,,84.1,2391,-15.8,-48,,,,,,,,,88.7,2126,13.6,-31.6,86.4,2279,-3.5,-28.6,,,,
Bello, Brayan,678394,2022,R,97,2202,-9.5,-15.7,,2497,4.2,-39.7,88.2,1876,-16.7,-30.4,80.2,2448,1.7,-52.9,96.3,2122,-17.2,-25.1,,,,,,,,
Gray, Josiah,680686,2022,R,94.4,2216,-10,-13,,2030,1.6,-31.6,88.2,2056,-16,-25.2,82.7,2490,2,-45.4,94.7,2277,-15.7,-17,,,,,,,,
Bradish, Kyle,680694,2022,R,94.6,2305,1.3,-14.4,83.7,2483,10.8,-37.4,89.9,1427,-12.2,-24.3,83.2,2517,5.8,-53.1,95.3,2154,-11.8,-15.3,,,,,,,,
Sandlin, Nick,680704,2022,R,93.6,2308,-11.3,-20.2,84.4,2617,12.7,-37.8,,,,,,,,,93.5,2151,-15.8,-28.8,,,,,88.3,1507,-11.7,-36.2
Winder, Josh,680739,2022,R,94,2023,-8.3,-13.4,,2118,1,-37.1,88.9,1516,-12.4,-24.2,81,2156,1.8,-51.3,,,,,,,,,,,,
Silseth, Chase,681217,2022,R,95.4,2349,-7.3,-14.1,81.5,2574,7.3,-45,,,,,78.9,2664,5.6,-59.6,94.3,2237,-14.7,-20.5,,,,,86.3,1296,-11,-31.5
Wantz, Andrew,681806,2022,R,93.8,2366,-3,-13.6,81.9,2430,13.6,-40.7,86.9,1632,-10.8,-32.2,,,,,,,,,87.9,2567,6.2,-31.7,,,,
Vesia, Alex,681911,2022,L,94.1,2326,5,-11.4,86.9,2415,-7.3,-34.5,85.6,1967,12.1,-24.8,,,,,,,,,,,,,,,,
Hill, Garrett,682051,2022,R,92,2154,-9.5,-16.3,,2527,6.1,-37.8,82.2,1368,-12.7,-35,77.1,2639,10,-58.2,91.7,2133,-12.9,-17.5,,,,,,,,
Murfee, Penn,682171,2022,R,89,2278,-2.9,-26.7,86.8,2645,16.9,-40.9,,,,,,,,,88.9,2069,-10.7,-33.1,,,,,,,,
Arihara, Kohei,685503,2022,R,92,2185,-11.4,-17.2,83.4,2124,4.8,-40.6,81.2,1408,-15,-38.2,74.5,2123,8.2,-55.2,90.5,2059,-16.4,-23.3,88,2137,-1,-24.2,82.7,1425,-8,-35.4
Waldichuk, Ken,686610,2022,L,94.1,2335,10.5,-15.4,87.7,2289,-17.8,-43.3,82.4,1649,15.4,-36.2,75.2,2059,-15.5,-58.3,,,,,,,,,,,,
Pepiot, Ryan,686752,2022,R,93.9,2409,-9.9,-12.9,85.4,2693,7,-32.4,86.8,2374,-16.8,-29.8,,,,,,,,,,,,,,,,
Varland, Louie,686973,2022,R,93.8,2206,-9.6,-15.9,87.5,2332,8.7,-41,83.8,1511,-14.3,-32.5,,,,,,,,,89,2269,2.3,-25.9,,,,
Brieske, Beau,689225,2022,R,94.3,2375,-7.3,-13.3,86.9,2187,0.1,-29.9,82,2219,-15.4,-28,78.1,2262,3,-52,93.6,2391,-13.3,-17.1,,,,,,,,
Elder, Bryce,693821,2022,R,91.6,2104,-8.1,-20.2,82.5,2413,0.5,-44.8,86,2111,-11.7,-32.8,78.6,2452,0.3,-46.8,90.7,1969,-14.5,-25,90.5,2153,-1.6,-19.3,,,,
,,,,,,,,,85.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,78.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,79.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,77.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,81.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,81.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,84.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,88.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,87.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,83.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,87.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,88.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,83.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,87.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,87.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,89.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,83.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,84.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,80.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,84.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,87.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,84.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,81.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,83.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,81.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,80.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,84.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,84.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,87.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,84.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,83.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,83.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,84.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,80.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,83.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,79.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,86.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,85.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,80.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,83.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,83.9,,,,,,,,,,,,,,,,,,,,,,,
